FID,SRC_AGENCY,FIRE_ID,YEAR,MONTH,DAY,SIZE_HA,CAUSE,FIRE_TYPE,RESPONSE
164212,AB,DF2-045-90,1990,8,6,0.5,N,Surface, 
164213,AB,DF2-048-90,1990,8,12,0.1,N,Surface, 
164214,AB,DF2-011-91,1991,6,23,0.2,N,Surface, 
164215,AB,DF2-019-91,1991,7,2,0.1,N,Surface, 
164216,AB,DF2-020-91,1991,7,2,1.5,N,Surface, 
164217,AB,DF2-021-91,1991,7,2,3,N,Surface, 
164218,AB,DF2-022-91,1991,7,2,1,N,Surface, 
164219,AB,DF2-023-91,1991,7,2,1,N,Surface, 
164220,AB,DF2-025-91,1991,7,2,0.1,N,Surface, 
164221,AB,DF2-029-91,1991,8,15,7,N,Crown, 
164222,AB,DF2-007-92,1992,5,4,1,H,Surface, 
164223,AB,DF2-011-92,1992,5,30,0.1,N,Surface, 
164224,AB,DF2-016-92,1992,7,3,1,N,Surface, 
164225,AB,DF2-017-92,1992,7,3,0.5,N,Surface, 
164226,AB,DF2-021-92,1992,7,21,0.2,N,Surface, 
164227,AB,DF2-022-92,1992,7,22,0.2,N,Surface, 
164228,AB,DF2-023-92,1992,7,21,4,N,Surface, 
164229,AB,DF2-024-92,1992,7,30,0.2,N,Surface, 
164230,AB,DA3-007-90,1990,6,24,0.1,N,Ground, 
164231,AB,DA3-001-90,1990,5,8,150,H,Surface, 
164232,AB,DF1-025-90,1990,7,3,0.5,N,Ground, 
164233,AB,DF3-008-89,1989,6,6,0,N, , 
164234,AB,DF2-062-89,1989,8,19,0,N,Surface, 
164235,AB,DF3-045-89,1989,8,11,4,N,Surface, 
164236,AB,DF3-049-89,1989,8,19,0,N,Surface, 
164237,AB,DF2-052-90,1990,8,18,0.1,N,Ground, 
164238,AB,DF3-023-90,1990,7,12,0.1,N,Surface, 
164239,AB,DF3-048-90,1990,8,13,0.1,H,Surface, 
164240,AB,DF3-056-90,1990,9,9,0.2,H,Ground, 
164241,AB,DF3-011-91,1991,6,9,0.1,H,Ground, 
164242,AB,DF3-024-91,1991,8,5,0.1,H,Surface, 
164243,AB,DF3-005-92,1992,6,30,1,N,Surface, 
164244,AB,DF2-004-88,1988,6,23,0.2,N,Surface, 
164245,AB,DF3-004-88,1988,6,16,1,N,Surface, 
164246,AB,DF3-005-88,1988,6,16,0.5,N,Surface, 
164247,AB,DF3-006-88,1988,6,16,9,N,Surface, 
164248,AB,DF2-048-89,1989,8,15,48,N,Surface, 
164249,AB,DF2-049-89,1989,8,15,1,N,Surface, 
164250,AB,DF2-050-89,1989,8,15,0.1,N,Surface, 
164251,AB,DF2-051-89,1989,8,15,0.1,N,Surface, 
164252,AB,DF2-052-89,1988,8,15,0.1,N,Surface, 
164253,AB,DF2-053-89,1989,8,15,0.3,N,Surface, 
164254,AB,DF2-054-89,1989,8,15,0.3,N,Surface, 
164255,AB,DF2-059-89,1989,8,15,0.2,N,Surface, 
164256,AB,DF2-063-89,1989,8,19,0.1,N,Surface, 
164257,AB,DF3-003-89,1989,5,28,7,N,Surface, 
164258,AB,DF3-004-89,1989,5,29,1,H,Surface, 
164259,AB,DF3-005-89,1989,5,31,2,N,Surface, 
164260,AB,DF3-012-89,1989,6,17,0.5,N,Surface, 
164261,AB,DF3-014-89,1989,6,17,1,N,Surface, 
164262,AB,DF3-021-89,1989,7,8,1,N,Surface, 
164263,AB,DF3-026-89,1989,7,15,0.5,N,Surface, 
164264,AB,DF3-028-89,1989,7,21,0.5,N,Surface, 
164265,AB,DF3-029-89,1989,7,25,6,N,Surface, 
164266,AB,DF3-030-89,1989,7,25,0.3,N,Surface, 
164267,AB,DF3-031-89,1989,7,25,1,N,Surface, 
164268,AB,DF3-032-89,1989,7,25,0.5,N,Surface, 
164269,AB,DF3-033-89,1989,7,25,0.3,N,Surface, 
164270,AB,DF3-037-89,1989,8,5,1.5,N,Surface, 
164271,AB,DF3-038-89,1989,8,5,1,N,Surface, 
164272,AB,DF3-039-89,1989,8,5,0.1,N,Surface, 
164273,AB,DF3-040-89,1989,8,5,2,N,Surface, 
164274,AB,DF3-041-89,1989,8,5,1.5,N,Surface, 
164275,AB,DF3-042-89,1989,8,5,2,N,Surface, 
164276,AB,DF3-046-89,1989,8,12,2,N,Surface, 
164277,AB,DF3-050-89,1989,8,19,0,N,Surface, 
164278,AB,DF2-030-90,1990,7,31,3,N,Surface, 
164279,AB,DF2-031-90,1990,7,31,0.1,N,Surface, 
164280,AB,DF2-039-90,1990,8,6,0.1,N,Surface, 
164281,AB,DF2-041-90,1990,8,6,1,N,Surface, 
164282,AB,DF2-042-90,1990,8,6,0.2,N,Surface, 
164283,AB,DF2-049-90,1990,8,18,10,N,Crown, 
164284,AB,DF3-004-90,1990,5,23,2,N,Surface, 
164285,AB,DF3-011-90,1990,6,9,6,N,Surface, 
164286,AB,DF3-013-90,1990,6,20,1,N,Surface, 
164287,AB,DF3-017-90,1990,7,8,1,N,Surface, 
164288,AB,DF3-018-90,1990,7,8,3,N,Crown, 
164289,AB,DF3-025-90,1990,7,12,0.1,N,Surface, 
164290,AB,DF3-029-90,1990,7,22,74.1,N,Crown, 
164291,AB,DF3-033-90,1990,7,1,1,N,Crown, 
164292,AB,DF3-036-90,1990,7,31,0.1,N,Surface, 
164293,AB,DF3-039-90,1990,8,6,0.1,N,Ground, 
164294,AB,DF3-041-90,1990,8,6,0.3,N,Surface, 
164295,AB,DF3-042-90,1990,8,6,0.2,N,Surface, 
164296,AB,DF3-043-90,1990,8,6,0.7,N,Surface, 
164297,AB,DF3-044-90,1990,8,6,0.1,N,Surface, 
164298,AB,DF3-046-90,1990,8,6,0.1,N,Ground, 
164299,AB,DF3-050-90,1990,8,6,0.1,N,Ground, 
164300,AB,DF2-027-91,1991,7,31,2.5,N,Surface, 
164301,AB,DF2-028-91,1991,8,14,1.5,N,Surface, 
164302,AB,DF3-006-91,1991,5,9,0.5,N,Surface, 
164303,AB,DF3-010-91,1991,6,7,0.3,N,Surface, 
164304,AB,DF3-012-91,1991,6,11,3,N,Surface, 
164305,AB,DF3-013-91,1991,6,11,0.2,N,Surface, 
164306,AB,DF3-014-91,1991,6,23,0.1,N,Surface, 
164307,AB,DF3-015-91,1991,6,25,0.3,N,Surface, 
164308,AB,DF3-016-91,1991,6,25,0.2,N,Surface, 
164309,AB,DF3-017-91,1991,6,25,0.5,N,Surface, 
164310,AB,DF3-022-91,1991,6,27,5,N,Surface, 
164311,AB,DF3-023-91,1991,8,1,0.3,N,Surface, 
164312,AB,DF2-018-92,1992,7,1,6,N,Surface, 
164313,AB,DF3-004-92,1992,6,15,2.5,N,Surface, 
164314,AB,DF3-006-92,1992,6,30,0.5,N,Surface, 
164315,AB,DF3-007-92,1992,6,30,1,N,Surface, 
164316,AB,DF3-010-92,1992,7,3,0.5,N,Surface, 
164317,AB,DF3-011-92,1992,7,12,1,H,Surface, 
164318,AB,DF3-013-92,1992,7,21,0.5,N,Surface, 
164319,AB,DF2-003-88,1988,6,16,0.3,N,Surface, 
164320,AB,DF2-005-88,1988,6,23,0.1,N,Crown, 
164321,AB,DF2-006-88,1988,6,23,0.5,N,Surface, 
164322,AB,DF2-007-88,1988,8,22,0.1,H,Surface, 
164323,AB,DF3-002-88,1988,5,8,10,H,Surface, 
164324,AB,DF3-007-88,1988,6,22,0.1,N,Surface, 
164325,AB,DF3-008-88,1988,6,22,0.8,N,Surface, 
164326,AB,DF3-010-88,1988,6,22,1,N,Surface, 
164327,AB,DF3-011-88,1988,6,22,0.1,N,Surface, 
164328,AB,DF3-012-88,1988,6,23,0.5,N,Surface, 
164329,AB,DF3-014-88,1988,10,8,0.2,H,Ground, 
164330,AB,DF2-004-89,1989,5,24,0.1,H,Surface, 
164331,AB,DF2-005-89,1989,5,24,0.5,H,Surface, 
164332,AB,DF2-007-89,1989,5,28,0.5,H,Surface, 
164333,AB,DF2-008-89,1989,5,31,10,N,Crown, 
164334,AB,DF2-009-89,1989,6,5,1,N,Surface, 
164335,AB,DF2-012-89,1989,7,8,0,N,Ground, 
164336,AB,DF2-013-89,1989,7,15,2,N,Surface, 
164337,AB,DF2-020-89,1989,7,15,0.1,N,Ground, 
164338,AB,DF2-024-89,1989,8,4,0.2,H,Surface, 
164339,AB,DF2-036-89,1989,8,13,0.1,N,Surface, 
164340,AB,DF2-037-89,1989,8,13,0.1,N,Surface, 
164341,AB,DF2-038-89,1989,8,13,0.5,N,Surface, 
164342,AB,DF2-039-89,1989,8,13,2,N,Surface, 
164343,AB,DF2-040-89,1989,8,13,0.1,N,Surface, 
164344,AB,DF2-041-89,1989,8,13,3,N,Surface, 
164345,AB,DF2-042-89,1989,8,13,0.2,N,Surface, 
164346,AB,DF2-043-89,1989,8,13,0.5,N,Surface, 
164347,AB,DF2-044-89,1989,8,13,0.2,N,Crown, 
164348,AB,DF2-045-89,1989,8,13,1,N,Surface, 
164349,AB,DF2-046-89,1989,8,13,0,N,Ground, 
164350,AB,DF2-064-89,1989,8,26,0.5,H,Surface, 
164351,AB,DF3-001-89,1989,5,5,1.5,H,Surface, 
164352,AB,DF3-002-89,1989,5,14,1,H,Surface, 
164353,AB,DF3-006-89,1989,6,2,4.5,N,Surface, 
164354,AB,DF3-007-89,1989,6,2,0.3,N,Surface, 
164355,AB,DF3-009-89,1989,6,13,5,N,Surface, 
164356,AB,DF3-013-89,1989,6,17,0.5,N,Surface, 
164357,AB,DF3-015-89,1989,6,20,0.2,N,Surface, 
164358,AB,DF3-016-89,1989,6,29,0,N,Ground, 
164359,AB,DF3-019-89,1989,7,1,0,H,Surface, 
164360,AB,DF3-020-89,1989,7,2,0.5,N,Surface, 
164361,AB,DF3-023-89,1989,7,14,0,N,Surface, 
164362,AB,DF3-025-89,1989,7,15,0.3,N,Surface, 
164363,AB,DF3-034-89,1989,7,31,0.5,N,Surface, 
164364,AB,DF3-035-89,1989,7,31,1,N,Surface, 
164365,AB,DF3-036-89,1989,7,31,0,N,Surface, 
164366,AB,DF3-043-89,1989,8,9,1,N,Surface, 
164367,AB,DF3-047-89,1989,8,15,0,N,Ground, 
164368,AB,DF3-051-89,1989,9,7,0,H,Ground, 
164369,AB,DF3-053-89,1989,10,8,0.5,H,Surface, 
164370,AB,DF3-055-89,1989,11,15,0,H,Ground, 
164371,AB,DP3-017-89,1989,7,14,0.1,N,Ground, 
164372,AB,DF2-002-90,1990,5,30,4,N,Surface, 
164373,AB,DF2-003-90,1990,5,30,2.5,N,Surface, 
164374,AB,DF2-004-90,1990,5,30,1,N,Surface, 
164375,AB,DF2-005-90,1990,5,30,1.5,N,Surface, 
164376,AB,DF2-006-90,1990,5,30,1,N,Surface, 
164377,AB,DF2-007-90,1990,5,30,0.1,N,Surface, 
164378,AB,DF2-008-90,1990,6,9,0.5,N,Surface, 
164379,AB,DF2-011-90,1990,6,23,2,N,Surface, 
164380,AB,DF2-012-90,1990,6,23,0.3,N,Ground, 
164381,AB,DF2-013-90,1990,6,23,4,N,Crown, 
164382,AB,DF2-014-90,1990,6,27,0.1,N,Surface, 
164383,AB,DF2-015-90,1990,7,8,65,N,Crown, 
164384,AB,DF2-016-90,1990,7,12,1,N,Surface, 
164385,AB,DF2-017-90,1990,7,11,1.5,N,Surface, 
164386,AB,DF2-021-90,1990,7,12,0.1,N,Ground, 
164387,AB,DF2-022-90,1990,7,12,0.1,N,Ground, 
164388,AB,DF2-024-90,1990,7,22,0.1,N,Surface, 
164389,AB,DF2-028-90,1990,7,12,0.1,N,Surface, 
164390,AB,DF2-029-90,1990,7,26,0.1,N,Ground, 
164391,AB,DF2-033-90,1990,7,31,0.1,N,Surface, 
164392,AB,DF2-034-90,1990,7,31,0.1,N,Surface, 
164393,AB,DF2-035-90,1990,7,31,0.2,N,Surface, 
164394,AB,DF2-036-90,1990,7,31,1,N,Surface, 
164395,AB,DF2-037-90,1990,7,31,3,N,Crown, 
164396,AB,DF2-040-90,1990,8,6,34.3,N,Crown, 
164397,AB,DF2-044-90,1990,8,6,0.2,N,Surface, 
164398,AB,DF2-046-90,1990,8,6,0.1,N,Surface, 
164399,AB,DF2-050-90,1990,8,18,0.1,N,Surface, 
164400,AB,DF2-051-90,1990,8,18,0.2,N,Surface, 
164401,AB,DF2-053-90,1990,8,24,3,N,Surface, 
164402,AB,DF2-054-90,1990,9,8,4,U,Surface, 
164403,AB,DF3-001-90,1990,5,9,0.1,H,Surface, 
164404,AB,DF3-003-90,1990,5,21,0.7,H,Surface, 
164405,AB,DF3-005-90,1990,5,28,2,H,Surface, 
164406,AB,DF3-006-90,1990,5,28,0.5,H,Surface, 
164407,AB,DF3-007-90,1990,5,30,3,N,Surface, 
164408,AB,DF3-008-90,1990,6,8,0.7,N,Surface, 
164409,AB,DF3-009-90,1990,6,9,3,N,Surface, 
164410,AB,DF3-010-90,1990,6,9,0.2,N,Surface, 
164411,AB,DF3-014-90,1990,6,9,0.3,H,Surface, 
164412,AB,DF3-016-90,1990,7,2,2,H,Ground, 
164413,AB,DF3-019-90,1990,7,8,0.5,N,Surface, 
164414,AB,DF3-020-90,1990,7,8,4,H,Surface, 
164415,AB,DF3-022-90,1990,7,12,0.5,N,Surface, 
164416,AB,DF3-026-90,1990,7,12,0.1,N,Ground, 
164417,AB,DF3-027-90,1990,7,22,5,N,Crown, 
164418,AB,DF3-028-90,1990,7,22,0.2,N,Ground, 
164419,AB,DF3-030-90,1990,7,22,1,N,Surface, 
164420,AB,DF3-031-90,1990,7,22,0.2,N,Surface, 
164421,AB,DF3-032-90,1990,7,29,0.2,H,Surface, 
164422,AB,DF3-035-90,1990,7,31,0.2,N,Ground, 
164423,AB,DF3-037-90,1990,8,4,0.1,U,Surface, 
164424,AB,DF3-038-90,1990,7,31,0.1,N,Surface, 
164425,AB,DF3-045-90,1990,8,6,0.2,N,Surface, 
164426,AB,DF3-051-90,1990,8,18,0.1,H,Ground, 
164427,AB,DF3-052-90,1990,8,19,0.1,H,Surface, 
164428,AB,DF3-053-90,1990,8,6,0.1,N,Ground, 
164429,AB,DF3-054-90,1990,8,31,0.1,U,Ground, 
164430,AB,DF3-055-90,1990,9,2,0.1,H,Ground, 
164431,AB,DF3-057-90,1990,9,8,0.7,N,Ground, 
164432,AB,DF3-058-90,1990,9,11,0.2,H,Ground, 
164433,AB,DF3-059-90,1990,9,16,0.1,H,Ground, 
164434,AB,DF3-060-90,1990,9,20,1,H,Ground, 
164435,AB,DF3-061-90,1990,9,8,15,H,Surface, 
164436,AB,DF3-062-90,1990,9,8,2,H,Ground, 
164437,AB,DF3-064-90,1990,9,8,0.4,H,Surface, 
164438,AB,DF3-065-90,1990,9,8,35,H,Surface, 
164439,AB,DF3-066-90,1990,9,8,1.5,H,Ground, 
164440,AB,DF3-067-90,1990,9,15,0.5,H,Ground, 
164441,AB,DF3-068-90,1990,9,24,0.1,H,Ground, 
164442,AB,DF3-069-90,1990,9,24,68,H,Crown, 
164443,AB,DF3-070-90,1990,9,16,0.2,H,Surface, 
164444,AB,DF3-071-90,1990,9,25,3,H,Surface, 
164445,AB,DF3-072-90,1990,9,16,0.2,H,Surface, 
164446,AB,DF3-073-90,1990,9,8,0.1,H,Ground, 
164447,AB,DF3-074-90,1990,9,26,0.2,H,Ground, 
164448,AB,DF3-075-90,1990,9,27,0.1,H,Surface, 
164449,AB,DF3-076-90,1990,9,29,0.5,H,Surface, 
164450,AB,DF3-078-90,1990,9,26,0.5,H,Surface, 
164451,AB,DF3-079-90,1990,9,29,0.5,H,Surface, 
164452,AB,DF3-080-90,1990,9,26,0.1,H,Surface, 
164453,AB,DF3-081-90,1990,9,15,0.2,H,Ground, 
164454,AB,DF3-082-90,1990,9,30,2,H,Surface, 
164455,AB,DF3-083-90,1990,9,30,0.1,H,Surface, 
164456,AB,DF2-002-91,1991,5,1,3,H,Surface, 
164457,AB,DF2-003-91,1991,5,8,0.2,U,Surface, 
164458,AB,DF2-004-91,1991,5,8,0.3,H,Surface, 
164459,AB,DF2-005-91,1991,5,8,0.1,H,Surface, 
164460,AB,DF2-006-91,1991,5,10,0.1,H,Surface, 
164461,AB,DF2-008-91,1991,5,31,0.2,H,Surface, 
164462,AB,DF2-009-91,1991,6,6,0.1,H,Surface, 
164463,AB,DF2-012-91,1991,6,28,2,N,Surface, 
164464,AB,DF2-013-91,1991,6,28,4,N,Surface, 
164465,AB,DF2-014-91,1991,6,28,0.5,N,Surface, 
164466,AB,DF2-015-91,1991,6,28,2,N,Surface, 
164467,AB,DF2-016-91,1991,6,28,0.5,N,Surface, 
164468,AB,DF2-017-91,1991,6,28,2,N,Surface, 
164469,AB,DF2-018-91,1991,6,28,1.2,N,Surface, 
164470,AB,DF2-026-91,1991,7,31,1,N,Surface, 
164471,AB,DF2-030-91,1991,10,7,0.1,H,Surface, 
164472,AB,DF3-001-91,1991,4,19,433.1,H,Surface, 
164473,AB,DF3-002-91,1991,4,19,0.5,H,Surface, 
164474,AB,DF3-003-91,1991,4,21,14,H,Surface, 
164475,AB,DF3-004-91,1991,5,6,5,H,Surface, 
164476,AB,DF3-005-91,1991,5,9,12,H,Surface, 
164477,AB,DF3-007-91,1991,5,9,1.5,H,Surface, 
164478,AB,DF3-008-91,1991,6,1,0.5,H,Surface, 
164479,AB,DF3-018-91,1991,6,25,1.1,N,Surface, 
164480,AB,DF3-021-91,1991,6,28,0.2,N,Crown, 
164481,AB,DF3-025-91,1991,8,11,0.2,U,Surface, 
164482,AB,DF2-001-92,1992,4,20,3,H,Surface, 
164483,AB,DF2-002-92,1992,4,20,5,H,Surface, 
164484,AB,DF2-003-92,1992,4,22,4,H,Surface, 
164485,AB,DF2-006-92,1992,5,4,1,H,Surface, 
164486,AB,DF2-008-92,1992,5,30,1,N,Crown, 
164487,AB,DF2-009-92,1992,5,30,2.5,N,Crown, 
164488,AB,DF2-010-92,1992,5,30,4,N,Crown, 
164489,AB,DF2-012-92,1992,5,30,0.1,N,Surface, 
164490,AB,DF2-013-92,1992,5,30,0.7,N,Crown, 
164491,AB,DF2-014-92,1992,6,5,0.1,H,Surface, 
164492,AB,DF2-015-92,1992,7,3,8,N,Surface, 
164493,AB,DF2-020-92,1992,7,12,0.1,N,Surface, 
164494,AB,DF2-025-92,1992,8,6,0.5,N,Surface, 
164495,AB,DF2-026-92,1992,8,14,3.5,N,Crown, 
164496,AB,DF3-001-92,1992,4,12,0.1,H,Surface, 
164497,AB,DF3-002-92,1992,4,15,1,U,Surface, 
164498,AB,DF3-012-92,1992,7,21,0.1,N,Surface, 
164499,AB,DF3-014-92,1992,8,1,0.5,N,Surface, 
164500,AB,DF3-015-92,1992,8,3,0.4,N,Surface, 
164501,AB,DF1-029-89,1989,8,11,1.6,N,Surface, 
164502,AB,DF1-041-89,1989,8,13,0,N,Crown, 
164503,AB,DF2-026-89,1989,8,8,0.2,N,Surface, 
164504,AB,DF1-012-90,1990,5,30,0.1,N,Surface, 
164505,AB,DF1-018-90,1990,6,23,816.6,N,Crown, 
164506,AB,DF1-035-90,1990,7,12,1,N,Ground, 
164507,AB,DF1-042-90,1990,7,20,0.8,N,Surface, 
164508,AB,DF1-064-90,1990,7,31,422.1,N,Crown, 
164509,AB,DF1-009-91,1991,5,26,1,N,Ground, 
164510,AB,DF1-015-92,1992,6,16,0.8,N,Surface, 
164511,AB,DF1-031-92,1992,7,3,0.1,N,Surface, 
164512,AB,DF1-003-88,1988,6,5,0.1,H,Surface, 
164513,AB,DF1-004-88,1988,6,16,0.5,N,Surface, 
164514,AB,DF1-005-88,1988,6,23,0.1,N,Surface, 
164515,AB,DF1-006-88,1988,6,23,45,N,Crown, 
164516,AB,DF1-008-88,1988,7,17,1,N,Surface, 
164517,AB,DF1-021-89,1989,7,15,1,N,Surface, 
164518,AB,DF1-027-89,1989,8,11,0.2,N,Surface, 
164519,AB,DF1-028-89,1989,8,11,0.5,N,Surface, 
164520,AB,DF1-031-89,1989,8,12,0,N,Surface, 
164521,AB,DF1-032-89,1989,8,12,0.1,N,Surface, 
164522,AB,DF1-033-89,1989,8,12,0,N,Surface, 
164523,AB,DF1-038-89,1989,8,13,1,N,Surface, 
164524,AB,DF1-039-89,1989,8,13,0.5,N,Surface, 
164525,AB,DF1-040-89,1989,8,13,3,N,Surface, 
164526,AB,DF1-042-89,1989,8,13,0.5,N,Surface, 
164527,AB,DF1-043-89,1989,8,13,0,N,Surface, 
164528,AB,DF1-044-89,1989,8,14,1.5,N,Surface, 
164529,AB,DF1-045-89,1989,8,14,1,N,Surface, 
164530,AB,DF1-047-89,1989,8,15,2,N,Crown, 
164531,AB,DF1-051-89,1989,8,15,5,N,Surface, 
164532,AB,DF2-033-89,1989,8,13,0.5,N,Surface, 
164533,AB,DF2-034-89,1989,8,13,6,N,Surface, 
164534,AB,DF2-035-89,1989,8,13,0.5,N,Crown, 
164535,AB,DF2-047-89,1989,8,15,5,N,Surface, 
164536,AB,DF2-055-89,1989,8,15,0,N,Surface, 
164537,AB,DF2-056-89,1989,8,15,1,N,Surface, 
164538,AB,DF2-057-89,1989,8,15,3,N,Surface, 
164539,AB,DF1-011-90,1990,5,30,2,N,Surface, 
164540,AB,DF1-036-90,1990,7,11,0.2,N,Surface, 
164541,AB,DF1-057-90,1990,7,26,0.2,N,Surface, 
164542,AB,DF1-058-90,1990,7,31,30,N,Surface, 
164543,AB,DF1-059-90,1990,7,31,3,N,Surface, 
164544,AB,DF1-061-90,1990,7,31,0.2,N,Surface, 
164545,AB,DF1-065-90,1990,7,31,5,N,Crown, 
164546,AB,DF1-066-90,1990,7,31,0.2,N,Ground, 
164547,AB,DF1-076-90,1990,8,6,1,N,Surface, 
164548,AB,DF1-077-90,1990,8,6,1,N,Surface, 
164549,AB,DF1-081-90,1990,8,12,2,N,Crown, 
164550,AB,DF1-082-90,1990,8,12,0.5,N,Crown, 
164551,AB,DF1-083-90,1990,8,12,4,N,Surface, 
164552,AB,DF2-032-90,1990,7,31,16,N,Crown, 
164553,AB,DF1-015-91,1991,6,30,0.1,N,Surface, 
164554,AB,DF1-016-91,1991,6,30,0.2,N,Surface, 
164555,AB,DF1-019-91,1991,8,5,1,N,Ground, 
164556,AB,DF1-008-92,1992,6,16,0.4,N,Surface, 
164557,AB,DF1-009-92,1992,6,16,0.3,N,Surface, 
164558,AB,DF1-010-92,1992,6,16,0.1,N,Surface, 
164559,AB,DF1-011-92,1992,6,16,0.1,N,Surface, 
164560,AB,DF1-012-92,1992,6,16,0.1,N,Surface, 
164561,AB,DF1-013-92,1992,6,16,0.1,N,Surface, 
164562,AB,DF1-042-92,1992,8,6,30,N,Surface, 
164563,AB,DA3-013-83,1983,9,19,0.1,H,Ground, 
164564,AB,DA3-011-84,1984,7,27,182,N,Surface, 
164565,AB,DA3-008-85,1985,7,5,0.2,N,Surface, 
164566,AB,DA3-003-86,1986,9,8,0.1,H,Ground, 
164567,AB,DF1-012-87,1987,4,16,1,H,Surface, 
164568,AB,DF1-013-87,1987,4,16,15,H,Surface, 
164569,AB,DA3-001-83,1983,5,24,8,H,Surface, 
164570,AB,DA3-012-83,1983,9,13,0.5,H,Ground, 
164571,AB,DA3-014-83,1983,9,30,0.1,H,Ground, 
164572,AB,DA3-006-85,1985,7,4,0.2,H,Surface, 
164573,AB,DA3-004-88,1988,9,12,0.1,H,Ground, 
164574,AB,DA3-005-88,1988,10,2,0.7,H,Ground, 
164575,AB,DA3-001-89,1989,6,13,0.2,H,Surface, 
164576,AB,DA3-013-90,1990,7,8,1.5,H,Crown, 
164577,AB,DA3-014-90,1990,7,9,0.5,H,Crown, 
164578,AB,DA3-022-90,1990,7,28,0.1,H,Surface, 
164579,AB,DA3-045-90,1990,9,23,0.2,H,Ground, 
164580,AB,DF1-037-90,1990,7,12,0.1,N,Ground, 
164581,AB,DA3-001-91,1991,5,5,0.3,H,Surface, 
164582,AB,DA3-011-91,1991,10,6,0.7,H,Ground, 
164583,AB,DF1-014-87,1987,4,16,50,H,Surface, 
164584,AB,DF1-005-89,1989,5,8,0.5,U,Surface, 
164585,AB,DF1-008-89,1989,5,13,1,H,Surface, 
164586,AB,DF1-001-90,1990,5,4,8,H,Surface, 
164587,AB,DF1-001-91,1991,4,26,2,H,Surface, 
164588,AB,DF1-002-91,1991,4,30,4,H,Ground, 
164589,AB,DF1-003-91,1991,5,4,4,H,Surface, 
164590,AB,DF1-009-87,1987,4,14,0.1,H,Surface, 
164591,AB,DF1-010-87,1987,4,14,0.1,H,Surface, 
164592,AB,DF1-011-87,1987,4,28,0.5,H,Surface, 
164593,AB,DF1-015-87,1987,5,6,15,U,Surface, 
164594,AB,DF1-016-87,1987,5,6,5,U,Surface, 
164595,AB,DF1-017-87,1987,5,6,5,U,Surface, 
164596,AB,DF1-018-87,1987,5,6,1,U,Surface, 
164597,AB,DF1-020-87,1987,4,20,3,H,Surface, 
164598,AB,DF1-029-87,1987,5,26,1.2,N,Surface, 
164599,AB,DF1-041-87,1987,7,19,0.1,N,Surface, 
164600,AB,DF1-044-87,1987,7,30,0.1,N,Surface, 
164601,AB,DF1-046-87,1987,11,11,0.1,H,Ground, 
164602,AB,DF2-001-87,1987,5,5,2,H,Surface, 
164603,AB,DP3-003-87,1987,5,2,39,H,Surface, 
164604,AB,DP3-012-87,1987,7,12,0.1,N,Ground, 
164605,AB,DP3-014-87,1987,7,24,0.1,H,Ground, 
164606,AB,DF1-002-88,1988,5,11,12.1,H,Surface, 
164607,AB,DF1-007-88,1988,6,23,0.1,N,Surface, 
164608,AB,DF1-010-88,1988,10,2,0.1,H,Ground, 
164609,AB,DF1-012-88,1988,10,2,0.5,H,Ground, 
164610,AB,DF2-002-88,1988,5,15,1,U,Surface, 
164611,AB,DF2-008-88,1988,9,5,0.2,H,Ground, 
164612,AB,DP3-005-88,1988,5,8,1,H,Surface, 
164613,AB,DP3-006-88,1988,5,8,0.7,H,Surface, 
164614,AB,DP3-012-88,1988,10,7,40,H,Surface, 
164615,AB,DF1-001-89,1989,5,2,0.1,H,Surface, 
164616,AB,DF1-002-89,1989,5,8,0.5,H,Ground, 
164617,AB,DF1-003-89,1989,5,8,0.1,H,Surface, 
164618,AB,DF1-004-89,1989,5,8,0.1,H,Surface, 
164619,AB,DF1-006-89,1989,5,9,8,H,Surface, 
164620,AB,DF1-007-89,1989,5,12,4.8,H,Surface, 
164621,AB,DF1-010-89,1989,5,28,2,H,Surface, 
164622,AB,DF1-011-89,1989,6,10,0,H,Surface, 
164623,AB,DF1-012-89,1989,6,21,0,H,Ground, 
164624,AB,DF1-020-89,1989,7,14,0.2,H,Ground, 
164625,AB,DF1-022-89,1989,7,17,0,N,Crown, 
164626,AB,DF1-023-89,1989,7,27,0,N,Crown, 
164627,AB,DF1-036-89,1989,8,9,0,N,Ground, 
164628,AB,DF2-002-89,1989,5,13,0.4,H,Surface, 
164629,AB,DF2-003-89,1989,5,15,0,H,Surface, 
164630,AB,DF2-011-89,1989,6,16,0.5,H,Surface, 
164631,AB,DF2-014-89,1989,7,15,0,N,Surface, 
164632,AB,DP3-014-89,1989,6,30,0.1,N,Surface, 
164633,AB,DP3-016-89,1989,7,13,1.2,H,Surface, 
164634,AB,DP3-021-89,1989,7,14,0.1,N,Surface, 
164635,AB,DP3-023-89,1989,7,25,3,H,Surface, 
164636,AB,DP3-028-89,1989,9,20,0.2,H,Ground, 
164637,AB,DP3-029-89,1989,10,8,0.1,H,Surface, 
164638,AB,DF1-002-90,1990,5,4,40,H,Surface, 
164639,AB,DF1-003-90,1990,5,11,10,H,Surface, 
164640,AB,DF1-004-90,1990,5,13,200,H,Surface, 
164641,AB,DF1-005-90,1990,5,14,2,H,Surface, 
164642,AB,DF1-007-90,1990,5,15,1,H,Surface, 
164643,AB,DF1-009-90,1990,5,22,10,H,Surface, 
